Code RNCP,Certification active ?,uuid,Nom la certification,Description de la certification,Type de diplôme,uuid (from Type de diplôme),Niveau de diplôme,Conventions collective,uuid (from Conventions collectives),Filière,uuid (from Domaines),Certificateurs
35479,checked,a395f89a-7785-4fee-a38e-3de6245eae62,BUT Mesures physiques : techniques d'instrumentation - MP,,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,"Ministère de l'Education Nationale et de la Jeunesse,Ministère de l'Enseignement Supérieur et de la Recherche"
35351,checked,a10a6951-13af-43c4-a864-3325b5281bba,"BUT Qualité, logistique industrielle et organisation : organisation et supply chain- QLIO",,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,"Ministère de l'Education Nationale et de la Jeunesse,Ministère de l'Enseignement Supérieur et de la Recherche"
35356,checked,425b762e-a2c9-4f1d-8c31-d969e7fb9c7e,BUT Techniques de commercialisation : marketing et management du point de vente- TC,,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,"Ministère de l'Education Nationale et de la Jeunesse,Ministère de l'Enseignement Supérieur et de la Recherche"
28048,checked,14d38f55-639d-4d5b-80e8-396a3cbfa2be,CAP Accompagnant éducatif petite enfance - AEPE,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,Ministère de l'Education Nationale et de la Jeunesse
17479,,707ae84f-c2fa-489b-9600-e44d5dda7a16,CAP Aéronautique - avionique,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,Ministère de l'Education Nationale et de la Jeunesse
17482,,cacf7d23-85fa-44e4-88cf-ecc95edfe952,CAP Aéronautique - structure,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,Ministère de l'Education Nationale et de la Jeunesse
17483,,61dbf04a-5568-46d8-992b-a4b62a06d849,CAP Aéronautique - systèmes,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,Ministère de l'Education Nationale et de la Jeunesse
25085,checked,2de4679a-c385-4fe8-bb2d-b7c08f662ddb,CAP Agricole service aux personnes et vente en espace rural - SPVER,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,Ministère de l'Agriculture et de la Souveraineté alimentaire
6993,checked,3bedca37-4438-4a23-8a8b-8ed6f067d5f0,CAP Boucher,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,Ministère de l'Education Nationale et de la Jeunesse
37537,checked,8a0a4ad6-bb6b-40ca-b7ea-0acdcf04ec66,CAP Boulanger,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,Ministère de l'Education Nationale et de la Jeunesse
37532,checked,d5c573c3-7b0e-4dc9-902c-49826fa690f6,CAP Charcutier traiteur,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,Ministère de l'Education Nationale et de la Jeunesse
36429,checked,8f3f1682-5aa3-40b3-94d5-69e32af251de,CAP Conducteur d'installations de production - CIP,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,Ministère de l'Education Nationale et de la Jeunesse
28799,,541ce269-1ca6-4413-80f4-bd14a77c24d2,CAP Crémier fromager,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,Ministère de l'Education Nationale et de la Jeunesse
30328,checked,788b099f-5864-47d0-809c-f2226221e858,CAP Electricien,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,Ministère de l'Education Nationale et de la Jeunesse
34947,checked,29bff3c3-2654-4719-aba3-0f2d93bf8888,CAP Equipier polyvalent du commerce - EPC,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,Ministère de l'Education Nationale et de la Jeunesse
35700,checked,7db7b09a-dd05-4488-93f5-a5911c54527e,CAP Métallier,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,Ministère de l'Education Nationale et de la Jeunesse
22689,,bf31b3bf-ac2d-4d65-9776-52ee69930741,CAP Opérateur / opératrice logistique - OL,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,Ministère de l'Education Nationale et de la Jeunesse
646,checked,2fbc1757-c8c2-4be7-8472-bb80c6b82620,CAP Outillage en outils à découper et à emboutir - ODE,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,Ministère de l'Education Nationale et de la Jeunesse
645,checked,66cc4143-d317-4994-a8b9-06a01092e5db,CAP Outillages en moules métalliques - OMM,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,Ministère de l'Education Nationale et de la Jeunesse
35316,checked,56217ec4-5090-4336-9762-4e45ab35972b,CAP Pâtissier,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,Ministère de l'Education Nationale et de la Jeunesse
5227,,b2b7f878-7c73-47ef-b781-9a3685c63266,CAP Poissonnier,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,Ministère de l'Education Nationale et de la Jeunesse
27468,checked,89128a6c-784b-47d4-9a4b-f16996f5c9c3,CAP Réalisations industrielles en chaudronnerie ou soudage - option chaudronnerie - RICS,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,Ministère de l'Education Nationale et de la Jeunesse
27470,checked,aef180b7-d62c-4915-982b-26100f63aaff,CAP Réalisations industrielles en chaudronnerie ou soudage - option soudage - RICS,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,Ministère de l'Education Nationale et de la Jeunesse
36836,checked,3ee32529-6ce6-4b27-9294-73b4295a4af8,Certificat d'aptitude aux fonctions d'encadrement et de responsable d'unité d'intervention sociale - CAFERUIS,,Certificat d'aptitude (CA),598a3046-5ca2-4622-8893-f33afac62020,6,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,Ministère des Solidarités de l’Autonomie et des Personnes handicapées - Ministère de la Santé et de la Prévention
17163,,e5a76f62-f35b-4d46-b19d-344cf1a623b5,Titre à finalité professionnelle Conducteur accompagnateur de personnes à mobilité réduite - CAPMR,,Titre à Finalité Professionnelle,79864782-df4e-4310-9f51-c0ac0f7d0175,3,Services à la personne,8971ab21-358e-41bc-bdad-d672e7b6aef9,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,XELYA / BCCA CNEAP
37268,checked,3167a87a-8e09-48c8-aa7c-869d0f9a83ce,CQP Agent de contrôle qualité dans l'industrie,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36201,checked,de19ed2d-4dcd-4c7d-a350-a29e599d79cd,CQP Agent de maintenance de matériels de manutention et de levage,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36922,checked,948ae2aa-55ec-4548-a5b8-57b13e81742f,CQP Agent de maintenance en ascenseurs,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36891,checked,f25ede67-4db9-4c99-a749-36d78472d15f,CQP Agent de maintenance en portes automatiques,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36086,checked,74c29134-e561-451d-beab-daabcd92097a,CQP Ajusteur assembleur de structures aéronefs,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36737,checked,ee4a09ea-9dfe-4ed4-9d2f-4d893d3a817d,CQP Ajusteur monteur industriel,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36311,checked,00fa1e5b-1535-4cb6-b542-0dad27dd6341,CQP Animateur d'équipe autonome de production industrielle,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36377,checked,a6af659b-a3eb-408d-8b67-ec0226662ccb,CQP Assembleur monteur de systèmes mécanisés,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
34308,checked,c17f6af3-4a15-408c-8db4-42165ac3b6b4,"CQP Chargé d'affaires tuyauterie, chaudronnerie, soudure",,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,6,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
37004,checked,b6bd201f-910f-4e0d-aca4-8ecba44b3c76,CQP Chargé d'affaire en ingénierie énergétique,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,6,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
37150,checked,bb987d3f-fb13-47cf-9b1d-93e0117d581c,CQP Chargé de maintenance industrielle,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,6,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36308,checked,e337098d-f278-4b10-94f2-e890bf91fc32,CQP Chargé de projets industriels,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,6,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
35885,checked,611a5cab-dc2a-4a7e-9f8c-fdec06a6f747,CQP Chaudronnier naval,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
35216,checked,966a731f-de21-4734-8c2e-19c89c8894f5,CQP Concepteur modélisateur numérique de produits ou de systèmes mécaniques,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,5,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36474,checked,68e62887-3c44-4138-bfac-e5461690ad4e,CQP Conducteur régleur de presse à emboutir et/ou à découper,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36276,checked,e6152772-ac8e-42ae-9379-5975ad1c2ab3,CQP Conducteur régleur de presse à injecter les matériaux plastiques et métalliques sous pression,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36587,checked,f43c9625-d9c1-4cad-9188-28815046ecd3,"CQP Coordonnateur de système Q, S, E (Qualité, Sécurité, Environnement)",,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,6,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36614,checked,b2ec54c2-4630-484c-9976-394be8aaeeb3,CQP Coordonnateur lean et amélioration continue,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,6,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
34572,checked,cf35f1af-73f7-47bb-81a0-5aa7a92c06b5,CQP Dessinateur d'études industrielles,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36451,checked,cc3afdb4-4c6e-4ac0-bed2-ff87ec375182,CQP Electro bobinier,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
35985,checked,3683e487-9f88-40f9-8617-b9b32a27d892,CQP Equipier d’unité autonome de production industrielle,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36475,checked,d3cf36ac-1f22-4e97-b735-357388a0973b,CQP Étancheur aéronautique,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36275,checked,cf8cc836-78a9-49af-8fbe-5113d424ba97,CQP Façonnier orthoprothésiste,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
35281,checked,9dffc2b8-4f59-40a2-834f-56bfd42cb200,CQP Inspecteur en vérification périodique d'installations électriques,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
34239,checked,ab1fe5d5-4101-4474-999b-731fd643f133,CQP Inspecteur qualité,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,5,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36363,checked,79e5b34c-415f-4ef4-a3ad-a5c78ee39f30,CQP Intégrateur cabine aéronautique,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36700,checked,7eea9c96-ea66-4f9e-b83c-94e717d12ff5,CQP Intégrateur câbleur aéronautique,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
37165,checked,596064ed-b93c-44e8-b25c-ae65414d3e88,CQP Mécanicien de maintenance en robinetterie industrielle,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
37054,checked,3bf6cafe-07e2-4781-9e4e-51ed777130bc,CQP Mécanicien en machines tournantes sous pression,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36863,checked,dedc41ed-e988-4cfa-9e62-a66a30224512,CQP Mécanicien en réparation navale,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36736,checked,388974cb-58cd-4eae-83ff-c051e5b36e32,CQP Monteur câbleur de circuit imprimé équipé,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36869,checked,62e2b5f2-ae45-490b-ba07-243f430c3855,CQP Monteur câbleur en équipements électriques,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
35988,checked,4f5fe03e-c81c-413c-98b5-caa2f62ecb1b,CQP Opérateur de levage et manutention complexe en milieu industriel,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36453,checked,0d8cb208-d9d4-412c-9191-3e9e1ac02065,CQP Opérateur en bobinage,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36028,checked,0c5d85b2-fc67-476f-8e2a-e5de636dc5d4,CQP Opérateur en fabrication additive : fils polymères ou métalliques,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36027,checked,90e4c743-2661-48a2-ae06-dfc5efc8f3fd,CQP Opérateur en fabrication additive : poudre métallique ou polymères ou sables,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36029,checked,b801ac17-75d8-4854-8402-3c00d3d33332,CQP Opérateur en fabrication additive : résines thermodurcissables,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36872,checked,37dabca3-7d89-4175-9cf8-4364889f42c2,CQP Opérateur en forgeage à chaud,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36376,checked,276fe0c6-8f56-4219-879a-1fb176c55156,CQP Opérateur en maintenance industrielle,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
34301,checked,b0e7a721-5d24-47b4-95d8-29b17a9e19f0,CQP Opérateur en tôlerie,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36310,checked,9dbfa19b-e155-410b-a22c-7f33777554ad,CQP Opérateur matériaux composites hautes performances,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36283,checked,651ccfb5-9d22-4472-8a7c-87ea424637a0,CQP Opérateur orthoprothésiste,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36362,checked,d27e8173-5837-4b9f-bbf0-8e86a343a373,CQP Opérateur sur machine de frappe à froid,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
34175,checked,d4265850-6f8a-4a8f-9351-9b87967b8b36,CQP Opérateur-régleur sur machine-outil à commande numérique par enlèvement de matière,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36979,checked,1d04865a-5917-4d33-a3fc-69293f155373,CQP Peintre aéronautique et spatial,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
37136,checked,4c5ae50a-36a8-4f8e-af49-215b4f20cf7b,CQP Peintre industriel,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
34174,checked,0798e233-d7ca-4620-8f80-69358ff5c6e4,CQP Pilote de systèmes de production automatisée,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
37330,checked,fb0ef528-3e9d-4ca6-a49f-7ba438a389d0,CQP Pilote opérationnel en logistique de production,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36473,checked,08f8fdfa-fb5b-47d1-b30e-fd457a0c9d96,CQP Préparateur méthodes de fabrication,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,5,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
34236,checked,d5a972ee-de70-4cf0-bf77-639c54c88257,CQP Préventeur santé-sécurité au travail et environnement,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,5,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36303,checked,80d7cfff-f52d-49bf-9218-f48935e30972,CQP Responsable d'équipe,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,5,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
37138,checked,b528cb34-490d-49a8-bd49-162b3c518c98,CQP Responsable de secteur d'activités industrielles,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,6,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36019,checked,0c8d5943-4ec3-4b8b-98fe-c451b5046dd7,CQP Retoucheur tôle nue sur ligne de fabrication de véhicules,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
34172,checked,fb0945b3-2bf0-457d-93c8-d9111404d7e9,CQP Soudeur industriel,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
34177,checked,06ff29df-f235-4e83-87e4-eb1e93aa1ef6,CQP Technicien de la qualité,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,5,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
36138,checked,6e1c39f2-ee63-414f-acb3-c2c44c6ef1e0,CQP Technicien de maintenance d'appareils de chauffage au gaz,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,UIMM
