Code RNCP,uuid,Nom la certification,Description de la certification,Type de diplôme,uuid (from Type de diplôme),Niveau de diplôme,Conventions collectives,uuid (from Conventions collectives),Domaines,uuid (from Domaines),date,Last Modified,Created By,Last Modified By
36428,b9afbbfd-85f7-4f70-ae9c-3f80db4f6375,Bac Professionnel Pilote de ligne de production - PLP,,Bac Pro,8f44da06-39b4-4515-920a-7dbe005d1d9c,4,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:44pm,Aurélie Favart,Vincent Tournebise
7069,08e4f03e-54c5-476b-a451-5a488bef5bb8,Bac Professionnel Poissonnier,,Bac Pro,8f44da06-39b4-4515-920a-7dbe005d1d9c,4,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,19/4/2023 11:23,12/5/2023 1:44pm,Cédric Soulas,Vincent Tournebise
5859,4770f07c-3d2c-4c4e-992f-739543fa77f1,Bac Professionnel Réparation des carrosseries - RC,,Bac Pro,8f44da06-39b4-4515-920a-7dbe005d1d9c,4,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:44pm,Aurélie Favart,Vincent Tournebise
13905,da929b9d-6463-4682-a3f5-e95307f67d49,Bac Professionnel Services aux personnes et territoires - SPAT,,Bac Pro,8f44da06-39b4-4515-920a-7dbe005d1d9c,4,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,18/5/2023 11:25am,Aurélie Favart,Vincent Tournebise
35185,e37fbaf6-42a0-4770-95eb-b8f421d52a88,Bac Professionnel Technicien conseil alimentaire - TCA ,,Bac Pro,8f44da06-39b4-4515-920a-7dbe005d1d9c,4,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,19/4/2023 11:42,12/5/2023 1:44pm,Cédric Soulas,Vincent Tournebise
29885,59303b8f-6ed5-4cb0-83de-825d366bdd60,Bac Professionnel Technicien en chaudronnerie industrielle - TCI,,Bac Pro,8f44da06-39b4-4515-920a-7dbe005d1d9c,4,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,19/4/2023 13:10,12/5/2023 1:44pm,Alexandre Garbe,Vincent Tournebise
35697,68d9d6ee-50f4-49a3-be4a-39f37bd71013,Bac Professionnel Technicien en réalisation de produits mécaniques - TRPM,,Bac Pro,8f44da06-39b4-4515-920a-7dbe005d1d9c,4,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:44pm,Aurélie Favart,Vincent Tournebise
37310,bf78b4d6-f6ac-4c8f-9e6b-d6c6ae9e891b,BP Boucher,,Brevet Professionnel (BP),81d99804-1f46-4ced-924a-5479b58fd541,4,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,19/4/2023 11:42,12/5/2023 1:44pm,Cédric Soulas,Vincent Tournebise
13856,de047e9e-fc5d-4a74-9c04-6c20a84e2bb1,BP Boulanger,,Brevet Professionnel (BP),81d99804-1f46-4ced-924a-5479b58fd541,4,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,19/4/2023 11:42,12/5/2023 1:44pm,Cédric Soulas,Vincent Tournebise
27774,38afc48c-7adb-4cae-b7fd-7383d682953c,BP Electricien,,Brevet Professionnel (BP),81d99804-1f46-4ced-924a-5479b58fd541,4,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:44pm,Aurélie Favart,Vincent Tournebise
32231,c051e8ad-f0f6-4132-9677-88b706489c8f,BP Métallier,,Brevet Professionnel (BP),81d99804-1f46-4ced-924a-5479b58fd541,4,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:45pm,Aurélie Favart,Vincent Tournebise
36248,a3b5b9a2-00bd-403d-a158-c468959a02a3,"Brevet Professionnel de la Jeunesse de l'Education Populaire et du Sport spécialité éducateur sportif, mention activités aquatiques et de la natation - BPJEPS",,Brevet Professionnel (BP),81d99804-1f46-4ced-924a-5479b58fd541,4,,,Sport,24ebe074-78fc-41c7-8b56-fec2446e6253,10/5/2023 09:32,15/5/2023 2:16pm,Aurélie Favart,Aurélie Favart
37106,6f11a3aa-a4d7-4d88-978a-4e7a6eb88527,"Brevet Professionnel de la Jeunesse de l'Education Populaire et du Sport spécialité éducateur sportif, mention activités de la forme - BPJEPS",,Brevet Professionnel (BP),81d99804-1f46-4ced-924a-5479b58fd541,4,,,Sport,24ebe074-78fc-41c7-8b56-fec2446e6253,10/5/2023 09:32,15/5/2023 2:16pm,Aurélie Favart,Aurélie Favart
37108,6017130c-6528-44ce-b4a2-4beb2a8a1b28,"Brevet Professionnel de la Jeunesse de l'Education Populaire et du Sport spécialité éducateur sportif, mention sports de contact et disciplines associées - BPJEPS ",,Brevet Professionnel (BP),81d99804-1f46-4ced-924a-5479b58fd541,4,,,Sport,24ebe074-78fc-41c7-8b56-fec2446e6253,10/5/2023 09:32,15/5/2023 2:24pm,Aurélie Favart,Aurélie Favart
1029,6fbd4906-4e0b-4bb8-a0ed-a6e1407c66ab,BTS Assistance technique d'ingénieur - ATI,,BTS,7d875230-4ce1-47f9-907f-bc876329f1d5,5,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:45pm,Aurélie Favart,Vincent Tournebise
34076,61024a16-24f4-4cfb-ad50-d4f62667e030,BTS Conception des processus de réalisation de produits - CPRP,,BTS,7d875230-4ce1-47f9-907f-bc876329f1d5,5,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:45pm,Aurélie Favart,Vincent Tournebise
35347,1595e5f6-6434-41c0-8dea-65d80d82c51a,BTS Conception des produits industriels - CPI,,BTS,7d875230-4ce1-47f9-907f-bc876329f1d5,5,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:45pm,Aurélie Favart,Vincent Tournebise
35459,1c27096f-d7de-4de2-bac5-5e5cc113867a,BTS Conception et industrialisation en construction navale - CICN,,BTS,7d875230-4ce1-47f9-907f-bc876329f1d5,5,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:45pm,Aurélie Favart,Vincent Tournebise
35334,544a44f2-4c41-42b6-8615-f116a8b7ca5d,BTS Conception et réalisation en chaudronnerie industrielle - CRCI,,BTS,7d875230-4ce1-47f9-907f-bc876329f1d5,5,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:45pm,Aurélie Favart,Vincent Tournebise
36398,8d51a69f-ac34-4dfc-ac77-92f3c1de3c5c,BTS Economie sociale et familiale - ESF,,BTS,7d875230-4ce1-47f9-907f-bc876329f1d5,5,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,12/5/2023 1:45pm,Aurélie Favart,Vincent Tournebise
35346,29b4e607-0b20-4498-88db-f0518e549c57,BTS Électrotechnique,,BTS,7d875230-4ce1-47f9-907f-bc876329f1d5,5,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:45pm,Aurélie Favart,Vincent Tournebise
36968,8013f6f2-3f59-44b7-a9af-c9bf0965df7a,BTS Maintenance des systèmes de production - MSP,,BTS,7d875230-4ce1-47f9-907f-bc876329f1d5,5,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:46pm,Aurélie Favart,Vincent Tournebise
34031,60f465cd-de97-4208-b2fd-0398085d21fd,BTS Management commercial opérationnel - MCO,,BTS,7d875230-4ce1-47f9-907f-bc876329f1d5,5,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 1:46pm,Aurélie Favart,Vincent Tournebise
35803,72de7e15-6fea-44a7-86a9-26be0dd034ea,BTS Métiers de la mesure - 2M,,BTS,7d875230-4ce1-47f9-907f-bc876329f1d5,5,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:46pm,Aurélie Favart,Vincent Tournebise
35341,27bece71-cab5-46f3-a331-ae3b3e8ff317,BTS Systèmes numériques - SN,,BTS,7d875230-4ce1-47f9-907f-bc876329f1d5,5,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:46pm,Aurélie Favart,Vincent Tournebise
35512,ca4601d3-0bc8-412b-a774-3ea8372d2d54,BUT Carrières sociales : animation sociale et culturelle - CS,,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,18/5/2023 11:32am,Aurélie Favart,Vincent Tournebise
35408,978ff861-4b7f-44f7-a37f-d6f5becaf07d,BUT Génie électrique et informatique industrielle - GEII,,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:46pm,Aurélie Favart,Vincent Tournebise
35463,7c8f6f7b-fea0-4095-bb6b-4e62e4ee8f47,BUT Génie mécanique et productique : innovation pour l'industrie - GMP,,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:46pm,Aurélie Favart,Vincent Tournebise
35465,ba8e5e4e-cccd-4372-a65f-19ad83f828c6,BUT Génie mécanique et productique : management du process industriel - GMP,,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:46pm,Aurélie Favart,Vincent Tournebise
35388,47f5ef59-ed4f-4ad6-acbd-6edde45fb4c5,BUT Gestion administrative et commerciale des organisations : management commercial et marketing omnicanal - GACO,,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 1:46pm,Aurélie Favart,Vincent Tournebise
35387,c790bd3d-2640-483c-86a6-f756526124b3,BUT Gestion administrative et commerciale des organisations : management des fonctions support - GACO,,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 1:46pm,Aurélie Favart,Vincent Tournebise
35386,9aaf2f00-da06-4d4e-a912-3c9cea840afe,BUT Gestion administrative et commerciale des organisations : management responsable de projet et Entrepreneuriat - GACO,,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 1:46pm,Aurélie Favart,Vincent Tournebise
35375,8885ed22-a3ec-438f-a6c8-cab45f76a58e,BUT Gestion des entreprises et des administration :  finances-comptabilité - GEA,,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 1:47pm,Aurélie Favart,Vincent Tournebise
35378,023b9f8d-a60c-4481-bed8-8887ca70283a,BUT Gestion des entreprises et des administrations : contrôle de gestion et pilotage de la performance - GEA,,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 1:47pm,Aurélie Favart,Vincent Tournebise
35377,8b3287a5-d11d-4610-9987-a39d4d2987db,BUT Gestion des entreprises et des administrations : gestion entrepreneuriat et management d'activités - GEA,,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 1:47pm,Aurélie Favart,Vincent Tournebise
35362,8b55ec2e-b0d7-4182-9d92-35b5cb7e0d1d,BUT Information communication : information numérique dans les organisations - IC ,,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 1:47pm,Aurélie Favart,Vincent Tournebise
35479,a395f89a-7785-4fee-a38e-3de6245eae62,BUT Mesures physiques - MP,,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:47pm,Aurélie Favart,Vincent Tournebise
35351,a10a6951-13af-43c4-a864-3325b5281bba,"BUT Qualité, logistique industrielle et organisation : organisation et supply - QLIO",,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 1:47pm,Aurélie Favart,Vincent Tournebise
35354,ac1309e8-84e7-464b-b706-7320fa387903,BUT Technique de commercialisation : marketing digital e-business et entreprenariat - TC,,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 1:47pm,Aurélie Favart,Vincent Tournebise
35356,425b762e-a2c9-4f1d-8c31-d969e7fb9c7e,BUT Technique de commercialisation : marketing et management du point de vente- TC,,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 1:47pm,Aurélie Favart,Vincent Tournebise
35357,48aa9c50-9434-46ed-8937-34854aeb5426,BUT Techniques de commercialisation : business développement et management de la relation client - TC,,BUT,9beb947d-3265-4f1d-a3e4-1f19eebe6bae,6,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 1:47pm,Aurélie Favart,Vincent Tournebise
28048,14d38f55-639d-4d5b-80e8-396a3cbfa2be,CAP Accompagnant éducatif petite enfance - AEPE,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,18/5/2023 11:30am,Aurélie Favart,Vincent Tournebise
17479,cacf7d23-85fa-44e4-88cf-ecc95edfe952,CAP Aéronautique - avionique,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:50pm,Aurélie Favart,Vincent Tournebise
17482,cacf7d23-85fa-44e4-88cf-ecc95edfe952,CAP Aéronautique - structure,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:50pm,Aurélie Favart,Vincent Tournebise
17483,61dbf04a-5568-46d8-992b-a4b62a06d849,CAP Aéronautique - systèmes,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:51pm,Aurélie Favart,Vincent Tournebise
25085,2de4679a-c385-4fe8-bb2d-b7c08f662ddb,CAP Agricole service aux personnes et vente en espace rural - SPVER,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,18/5/2023 11:25am,Aurélie Favart,Vincent Tournebise
6993,3bedca37-4438-4a23-8a8b-8ed6f067d5f0,CAP Boucher,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,19/4/2023 11:42,12/5/2023 1:51pm,Cédric Soulas,Vincent Tournebise
18704,8a0a4ad6-bb6b-40ca-b7ea-0acdcf04ec66,CAP Boulanger,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,19/4/2023 11:42,12/5/2023 1:51pm,Cédric Soulas,Vincent Tournebise
538,d5c573c3-7b0e-4dc9-902c-49826fa690f6,CAP Charcutier,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,19/4/2023 11:42,12/5/2023 1:51pm,Cédric Soulas,Vincent Tournebise
36429,8f3f1682-5aa3-40b3-94d5-69e32af251de,CAP Conducteur d'installations en production - CIP,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:51pm,Aurélie Favart,Vincent Tournebise
28799,541ce269-1ca6-4413-80f4-bd14a77c24d2,CAP Crémier fromager,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,19/4/2023 11:42,12/5/2023 1:51pm,Cédric Soulas,Vincent Tournebise
30328,788b099f-5864-47d0-809c-f2226221e858,CAP Electricien,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:51pm,Aurélie Favart,Vincent Tournebise
34947,29bff3c3-2654-4719-aba3-0f2d93bf8888,CAP Equipier polyvalent du commerce - EPC,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,19/4/2023 11:42,12/5/2023 1:51pm,Cédric Soulas,Vincent Tournebise
35700,7db7b09a-dd05-4488-93f5-a5911c54527e,CAP Métallier,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:51pm,Aurélie Favart,Vincent Tournebise
22689,bf31b3bf-ac2d-4d65-9776-52ee69930741,CAP Opérateur logistique - OL,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métiers Transverses,f69101d2-2824-4093-9ac0-8f8631e5010a,10/5/2023 09:32,12/5/2023 1:51pm,Aurélie Favart,Vincent Tournebise
646,2fbc1757-c8c2-4be7-8472-bb80c6b82620,CAP Outillage en outils à découper et à emboutir - ODE,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:52pm,Aurélie Favart,Vincent Tournebise
645,66cc4143-d317-4994-a8b9-06a01092e5db,CAP Outillages en moules métalliques - OMM,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:52pm,Aurélie Favart,Vincent Tournebise
35316,56217ec4-5090-4336-9762-4e45ab35972b,CAP Pâtissier,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,19/4/2023 11:42,12/5/2023 1:52pm,Cédric Soulas,Vincent Tournebise
5227,b2b7f878-7c73-47ef-b781-9a3685c63266,CAP Poissonnier,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Grande distribution,24a5eeaa-82af-46f6-ad03-b5a6c5babf14,19/4/2023 11:42,12/5/2023 1:52pm,Cédric Soulas,Vincent Tournebise
27468,89128a6c-784b-47d4-9a4b-f16996f5c9c3,CAP Réalisations industrielles en chaudronnerie ou soudage - option chaudronnerie - RICS,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:52pm,Aurélie Favart,Vincent Tournebise
27470,aef180b7-d62c-4915-982b-26100f63aaff,CAP Réalisations industrielles en chaudronnerie ou soudage - option soudage - RICS,,CAP,764f9665-bf8a-4714-8357-fb85e5167433,3,,,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,12/5/2023 1:52pm,Aurélie Favart,Vincent Tournebise
36836,3ee32529-6ce6-4b27-9294-73b4295a4af8,Certificat d'aptitude aux fonctions d'encadrement et de responsable d'unité d'intervention sociale - CAFERUIS,,Certificat d'aptitude (CA),598a3046-5ca2-4622-8893-f33afac62020,6,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,18/5/2023 11:30am,Aurélie Favart,Vincent Tournebise
36838,0591bc53-75e0-4979-a51d-ece77de78c17,Certificat d'aptitude aux fonctions de directeur d'établissement ou de service d'intervention sociale - CAFDES ,,Certificat d'aptitude (CA),598a3046-5ca2-4622-8893-f33afac62020,7,,,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,12/5/2023 1:52pm,Aurélie Favart,Vincent Tournebise
17163,e5a76f62-f35b-4d46-b19d-344cf1a623b5,Titre à finalité professionnelle Conducteur accompagnateur de personnes à mobilité réduite - CAPMR,,Titre à Finalité Professionnelle,79864782-df4e-4310-9f51-c0ac0f7d0175,3,Services à la personne,8971ab21-358e-41bc-bdad-d672e7b6aef9,Social,43062959-9315-4c1b-82b6-fdb9af494b0c,10/5/2023 09:32,18/5/2023 11:34am,Aurélie Favart,Vincent Tournebise
37268,3167a87a-8e09-48c8-aa7c-869d0f9a83ce,CQP Agent de contrôle qualité dans l'industrie,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36201,de19ed2d-4dcd-4c7d-a350-a29e599d79cd,CQP Agent de maintenance de matériel de manutention et de levage,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36922,948ae2aa-55ec-4548-a5b8-57b13e81742f,CQP Agent de maintenance en ascenseurs,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36891,f25ede67-4db9-4c99-a749-36d78472d15f,CQP Agent de maintenance en portes automatiques,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36086,74c29134-e561-451d-beab-daabcd92097a,CQP Ajusteur assembleur de structures aéronefs,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36737,ee4a09ea-9dfe-4ed4-9d2f-4d893d3a817d,CQP Ajusteur monteur industriel,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36311,00fa1e5b-1535-4cb6-b542-0dad27dd6341,CQP Animateur d'équipe autonome de production industrielle,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,4,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36377,a6af659b-a3eb-408d-8b67-ec0226662ccb,CQP Assembleur monteur de systèmes mécanisés,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
34308,c17f6af3-4a15-408c-8db4-42165ac3b6b4,"CQP Chargé d'affaire tuyauterie, chaudronnerie, soudure",,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,6,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
37004,b6bd201f-910f-4e0d-aca4-8ecba44b3c76,CQP Chargé d'affaires en ingénierie énergétique,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,6,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
37150,bb987d3f-fb13-47cf-9b1d-93e0117d581c,CQP Chargé de maintenance industrielle,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,6,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
36308,e337098d-f278-4b10-94f2-e890bf91fc32,CQP Chargé de projets industriels,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,6,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
35885,611a5cab-dc2a-4a7e-9f8c-fdec06a6f747,CQP Chaudronnier naval,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,3,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
35216,966a731f-de21-4734-8c2e-19c89c8894f5,CQP Concepteur modélisateur numérique de produits ou de systèmes mécaniques,,Certificat de Qualification Professionnelle (CQP),0ca9b437-2886-4bbf-9de1-4d0f1e011154,5,Métallurgie,3af3e807-9848-4e27-b71a-1fb210aac1ef,Métallurgie,4462f3ed-d605-4e08-bb87-b481d3c0b710,2/5/2023 17:59,17/5/2023 10:23am,Aurélie Favart,Aurélie Favart
