id,idcc,label
46193e5e-4ee9-4633-9fe8-893df5b32e9d,1607,"Convention collective nationale des industries des jeux, jouets, articles de fêtes et ornements de Noël, articles de puériculture et voitures d'enfants modélisme et industries connexes"
6d80a432-5ef1-43b6-b03b-97466e884eec,1611,"Convention collective nationale des entreprises de logistique de communication écrite directe"
6c553665-a8bf-4add-8eff-c6087b43456e,1612,"Convention collective nationale du personnel navigant des essais et réceptions"
cea78cbd-f516-4862-8003-3f06f76a4712,1618,"Convention collective nationale du camping (fusion entre la 1557 et la 1618)"
7fa20f6d-1b9c-4319-9ed5-b1d9f94a27cd,1619,"Convention collective nationale des cabinets dentaires"
c71cb9a9-bdab-4d04-b290-c056cc5e75ec,1621,"Convention collective nationale de la répartition pharmaceutique"
b299e817-4d7e-4728-b6dd-5b26c8276e9d,1626,"Convention collective départementale des industries métallurgiques, mécaniques, électriques, électro-céramiques et connexes des Hautes-Pyrénées"
608581d1-a740-48d3-aa9d-066ad2f9567f,1627,"Convention collective départementale du travail des industries de la métallurgie et des constructions mécaniques de Clermont-Ferrand et du Puy-de-Dôme"
97373773-8dc4-4b4f-929b-7e999db198fa,1628,"Convention collective départementale de la métallurgie des Deux-Sèvres"
c7d39b97-d103-4665-a2b8-8395e8c6e8e2,1631,"Convention collective nationale de l'hôtellerie de plein air"
652d6ddc-7b90-4441-89a2-d691e0b30377,1634,"Convention collective départementale de la métallurgie des Côtes-d'Armor"
d62fb08e-7c2e-4980-8bdd-1fae77348833,1635,"Convention collective régionale des industries métallurgiques, mécaniques et connexes de la Gironde et des Landes"
ea06ab0a-b99a-41c2-a1e8-ca1326cc7605,1659,"Convention collective nationale du rouissage teillage du lin"
47077d27-4ae3-457b-87fd-e220da33612e,1671,"Convention collective nationale des maisons d'étudiants"
42be6e9d-6dd6-4af2-8f1b-7139e10d8d80,1672,"Convention collective nationale des sociétés d'assurances"
c231c200-b098-45e8-a208-5e8716464560,1679,"Convention collective nationale de l'inspection d'assurance"
987d0172-f9b7-4cfa-90d6-c167f4b94735,1686,"Convention collective nationale des commerces et services de l'audiovisuel, de l'électronique et de l'équipement ménager"
e2f230d4-956a-471b-9cbf-5cb05326d266,1700,"Convention collective départementale des sucreries, sucreries-distilleries et distilleries de la Guadeloupe"
19679afa-aca7-45ae-8f8e-122cb80408c4,1702,"Convention collective nationale des ouvriers de travaux publics"
ab00ac12-5980-4614-b601-7308e2642f82,1732,"Convention collective départementale des industries métallurgiques, mécaniques, électriques et connexes de l'Yonne"
1555d9a2-cffa-4ada-b65f-b3c254e4e3c1,1734,"Convention collective des artistes-interprètes engagés pour des émissions de télévision (annexée à la convention collective de la production audiovisuelle 2642)"
ae32893b-6213-4c64-88aa-d15a6255e1d1,1747,"Convention collective nationale des activités industrielles de boulangerie et de pâtisserie (fusion entre la 1747 et la 2075)"
237be50b-14c1-40a9-bbed-bd452014d113,1760,"Convention collective nationale des jardineries et graineteries"
48545bea-8df7-410f-997e-f7bae44f8c0e,1790,"Convention collective nationale des espaces de loisirs, d'attractions et culturels"
a2c583d4-4c2a-45cd-a943-f86459c86d7e,1794,"Convention collective nationale du personnel des institutions de retraites complémentaires"
f6c9b6ad-ff11-4865-81d6-a7aa3c1e16b3,1800,"Convention collective nationale du personnel de la céramique d'art (annexée à la convention collective nationale relative aux conditions de travail du personnel des industries céramiques de France 1558)"
f7d93c10-7061-451f-9815-bc119bcdf725,1801,"Convention collective nationale des sociétés d'assistance"
466f2b4b-f0c3-4251-83ff-6c42698e877a,1813,"Convention collective locale de travail des industries de la transformation des métaux de la région de Maubeuge"
a5059302-d45f-416f-ab47-4377c61415e8,1821,"Convention collective nationale des professions regroupées du cristal, du verre et du vitrail "
09927d37-71b9-4555-8e08-c10d188e469d,1843,"Convention collective régionale des ingénieurs, assimilés et cadres du bâtiment de la région parisienne"
b277b8e3-354a-4b08-ab7d-53ca1887b159,1850,"Convention collective nationale de l'avocat salarié"
c4ec22fd-8feb-49ba-ae9e-2436d4897e2e,1867,"Convention collective régionale de la métallurgie de la Drôme-Ardèche"
81c55f76-483d-46fa-8ba8-9729ab2d4891,1875,"Convention collective nationale des cabinets et cliniques vétérinaires : personnel salarié"
e27460fb-93e3-41c4-8af8-fb60a65e2d71,1880,"Convention collective nationale du négoce de l'ameublement"
c3f1408a-ccc8-445e-a138-c51dca4fee65,1885,"Convention collective départementale des industries métallurgiques, mécaniques, électriques et connexes du département de la Côte-d'Or"
05e9a8ff-cbce-4cd2-bb96-454c50cbdb5e,1902,"Convention collective départementale des industries métallurgiques, mécaniques, électriques, électroniques connexes et similaires du Maine-et-Loire"
df702bb0-01bc-427b-a5e3-3925c7a939e3,1909,"Convention collective nationale des organismes de tourisme"
12f3d29e-6deb-4106-86e9-794d71c30c04,1912,"Convention collective départementale des industries de la métallurgie du Haut-Rhin"
dd2c85c2-4513-4bf8-b737-00f455c82cf8,1921,"Convention collective nationale des huissiers de justice"
5f325e84-f084-474c-ab7f-a2b12ec25e10,1922,"Convention collective nationale de la radiodiffusion"
4fd715f4-3d63-4693-968c-ee54d86ff7dc,1923,"Convention collective départementale de la manutention portuaire de la Guadeloupe"
999c2af5-1d5f-437e-99a9-3f5ef80ab453,1930,"Convention collective nationale des métiers de la transformation des grains (ex meunerie)"
71824dab-865a-4541-a4e8-b1ef53a4e4a7,1938,"Convention collective nationale des industries de la transformation des volailles (abattoirs, ateliers de découpe et centres de conditionnement de volailles, commerce de gros de volailles)"
20b27685-5d7f-4587-8f09-716059271b60,1942,"Convention collective nationale des textiles artificiels et synthétiques et produits assimilés (annexée à la convention collective nationale de l’industrie textile 0018)"
27cbdb7a-bf91-4ed7-83e7-073eab693d5f,1944,"Convention collective nationale du personnel navigant technique des exploitants d'hélicoptères"
4a61e72c-771d-4ba3-87f7-7f5d54a23823,1947,"Convention collective nationale du négoce de bois d'œuvre et produits dérivés"
8cc29132-e3eb-4339-91cf-20cee8ed0c87,1951,"Convention collective nationale des cabinets ou entreprises d'expertises en automobile"
24ae1644-5230-4e95-85fe-c67f38a016ca,1960,"Convention collective départementale des industries métallurgiques, mécaniques et connexes du Lot-et-Garonne"
cb16d74a-6cb4-4bbc-b293-bd84f14fa74d,1961,"Convention collective départementale pour les stations-service en Guadeloupe"
d729743c-337a-428b-beee-227f94d4ea8f,1966,"Convention collective départementale des industries métallurgiques du Loiret"
22cd1e57-80b3-4ddc-a745-294f2f8909b3,1967,"Convention collective départementale de l'industrie des métaux du Bas-Rhin"
2ac0e69e-224e-4247-b50e-5cb49aac5779,1978,"Convention collective nationale des fleuristes, de la vente et des services des animaux familiers"
139a591f-d475-45fa-89e7-6a3dd324d26b,1979,"Convention collective nationale des hôtels, cafés, restaurants (HCR)"
a2485e32-d5be-42c3-b24f-fa9d994e1317,1980,"Convention collective départementale des commissionnaires en douane et agents auxiliaires de la Martinique"
da72eaf5-b427-4b57-9f36-61fb22f6b62d,1982,"Convention collective nationale du négoce et prestations de services dans les domaines médico-techniques"
e7659747-6e81-4f23-9f1c-72f5a755750d,1987,"Convention collective nationale des pâtes alimentaires sèches et du couscous non préparé"
d4953b04-40ef-4716-aa66-ad8c815de5b8,1996,"Convention collective nationale de la pharmacie d'officine"
7c783828-6248-4cc2-be63-bd3e3789183d,2002,"Convention collective interrégionale de la blanchisserie, laverie, location de linge, nettoyage à sec, pressing et teinturerie"
730aba91-2d72-44f8-b75b-322442ac6b48,2003,"Convention collective départementale des industries métallurgiques, électriques, électroniques et connexes du département des Vosges"
52befe2a-12c6-458f-bf2c-63607f069965,2021,"Convention collective nationale du golf"
0a98c58f-aea6-4120-a342-1a2c6826904a,2025,"Convention collective régionale du travail des activités minières de Guyane"
9441e814-6137-4a5f-b62f-5cec4777d06f,2046,"Convention collective nationale du personnel non médical des centres de lutte contre le cancer"
73e72271-4cd8-40b8-9d17-d832b31a9353,2060,"Convention collective nationale des chaînes de cafétérias et assimilés"
a08a4a15-de0a-4da2-b3cf-2b9684a9cb6c,2075,"Convention collective nationale des centres immatriculés de conditionnement, de commercialisation et de transformation des œufs et des industries en produits d'œufs (fusion entre la 1747 et la 2075)"
43aa97e7-ec74-4e59-8f5f-31224799530c,2089,"Convention collective nationale de l'industrie des panneaux à base de bois"
623461f6-f9f3-408d-863d-5dbd050270c0,2098,"Convention collective nationale du personnel des prestataires de services dans le domaine du secteur tertiaire"
be6450e0-3472-4d4c-ab17-ef3269c5ea2a,2104,"Convention collective nationale du thermalisme (fusion entre la 2264 et la 2104)"
21adbfe8-4c55-46a7-8afc-fb6bd446143d,2120,"Convention collective nationale de la banque"
a2f46087-2cb8-4572-a7e6-3f081e49fc20,2121,"Convention collective nationale de l'édition"
2d5209d8-f556-4ec3-bdf3-bf8c32fefc0b,2126,"Convention collective régionale de la métallurgie du Gard et de la Lozère"
b193f427-98de-4b2c-8887-1db30263856d,2128,"Convention collective nationale de la mutualité"
c3b78cfd-177d-46b7-afea-a1b69859d88c,2147,"Convention collective nationale des entreprises des services d'eau et d'assainissement (entreprises en gérance, en concession ou en affermage assurent l'exploitation, le service, le pompage, le traitement et la distribution d'eau à usage public, particulier, domestique, agricole)"
89f13e54-21a3-4c4c-8a61-530bc74a2947,2148,"Convention collective nationale des télécommunications"
f16637d6-ff66-4a43-a90c-bd4c8b382767,2149,"Convention collective nationale des activités du déchet"
5bd6ab58-e4f2-4d3d-8900-7381227e506b,2150,"Convention collective nationale des personnels des sociétés anonymes et fondations d'HLM"
ec7cbceb-b3c7-4987-9aa8-615d1d962d1c,2156,"Convention collective nationale des grands magasins et des magasins populaires"
04f7b6a2-e278-4bb1-a9c3-b05ee4188af4,2190,"Convention collective nationale des missions locales et PAIO des maisons de l'emploi et PLIE"
18e72bd2-50f2-495c-82aa-dfdbfd26c41f,2198,"Convention collective nationale des entreprises de vente à distance"
b5c9f808-3758-4bdf-b04e-2be04c5defe3,2205,"Convention collective nationale du notariat "
1ef342f7-e37b-4474-899c-85e634b5f5fa,2216,"Convention collective nationale du commerce de détail et de gros à prédominance alimentaire (entrepôts d'alimentation, supérettes, supermarchés, hypermarchés, grande distribution)"
77fc6305-ae4b-4c88-82a0-5349afab15d2,2219,"Convention collective nationale des taxis"
1ceb674b-eca0-4365-9599-87a8575078dd,2221,"Convention collective régionale des mensuels des industries des métaux de l'Isère et des Hautes-Alpes"
e5986824-e23b-4a4e-aee7-9eb74db0b17c,2230,"Convention collective nationale des associations agréées de surveillance de la qualité de l'air (annexée à la convention collective nationale des bureaux d'études techniques, des cabinets d'ingénieurs-conseils et des sociétés de conseils 1486)"
dc9f223d-9741-40b1-9f1d-a87ff6dcd5ab,2247,"Convention collective nationale des entreprises de courtage d'assurances et/ou de réassurances"
a41dd57e-6d30-4b8f-91af-3ac0d12c6279,2250,"Convention collective régionale de la boulangerie-pâtisserie de la Guyane"
2dc0b35c-5cb0-4cf0-956d-1c2a95aa7d8f,2257,"Convention collective nationale des casinos"
5e26dd2a-75c2-4f5b-a944-e715ec4b5cb5,2264,"Convention collective nationalede l'hospitalisation privée (CCU, FHP, établissements pour personnes âgées, maison de retraite, établissements de suite et réadaptation, médicaux pour enfants et adolescents, UHP, sanitaires sociaux et médico-sociaux CRRR, hospitalisation privé à but lucratif FIEHP ) (fusion entre la 2264 et la 2104)"
dd107209-9092-4243-991c-11becc52eb2f,2266,"Convention collective départementale des industries métallurgiques, mécaniques, électriques, connexes et similaires de la Mayenne"
2e0ee6c7-8b17-4836-a830-cc9218d08623,2272,"Convention collective nationale de l'assainissement et de la maintenance industrielle"
b8f7c3a7-8584-42fb-8339-8a3ef18c4574,2294,"Convention collective départementale des industries et métiers de la métallurgie de l'Aube"
6eab5da3-f722-4c99-89c8-0eb410ad5f79,2328,"Convention collective départementale des ouvriers du bâtiment et des travaux publics de la Guadeloupe et dépendances"
19ec0857-33f2-431d-bb79-06c27e456b97,2332,"Convention collective nationale des entreprises d'architecture"
19e2e555-8e83-4d39-8358-b8bacf5d0eab,2335,"Convention collective nationale du personnel des agences générales d'assurances"
2c90b7b6-be92-4d89-bd9a-8e6c540a38e5,2336,"Convention collective nationale de l'habitat et du logement accompagnés"
6ccd2d69-1190-49ed-830c-a226c4ba049e,2344,"Convention collective nationale de la sidérurgie"
3e521a1f-a216-4287-a440-1538c2d6384b,2345,"Convention collective régionale du transport sanitaire en Martinique"
458a30c2-1248-4cc6-94f6-14ec18869812,2357,"Accord professionnel national du 3 mars 1993 relatif aux cadres de direction des sociétés d'assurances"
9856216d-aefc-4412-8914-e73cfc2194a4,2360,"Convention collective régionale des services de l'automobile de la Guyane"
86174d0d-3e88-46c4-bf34-00273c89f370,2372,"Convention collective nationale des entreprises de la distribution directe"
ae8c75a5-2a74-4f3f-8069-07d5e4d16cd2,2378,"Accords professionnels nationaux concernant le personnel intérimaire des entreprises de travail temporaire"
4b310e42-7b62-4a87-af0e-5873f285a603,2389,"Convention collective régionale des ouvriers du bâtiment et des travaux publics région de La Réunion"
754ebbd7-a5d3-4912-8f7f-a0ca12f943fc,2397,"Convention collective nationale des mannequins adultes et des mannequins enfants de moins de seize ans employés par les agences de mannequins (fusion entre la 2717 et la 2397)"
1adae849-7b78-4c62-a89c-61f035d2b2a1,2405,"Convention collective départementale des établissements d'hospitalisation privée de la Guadeloupe du 01/04/2003"
ec8de882-56a5-414c-87e8-e405a1275168,2412,"Convention collective nationale de la production de films d'animation"
8fa435d7-67b0-4330-abc4-c5eb3d9bd861,2420,"Convention collective nationale des cadres du bâtiment du 1er juin 2004"
91210afb-ab29-4f8a-888d-36de9210eb82,2480,"Convention collective locale de la manutention portuaire du port de Fort-de-France du 4 juillet 2003"
7f2b03b6-a443-4b14-a716-f6934567281c,2489,"Convention collective départementale des industries métallurgiques et assimilées de la Vendée"
f6c168e3-142a-48d1-9073-f25e7618cb46,2494,"Convention collective nationale de la coopération maritime"
0beb2f12-7263-4e3f-b708-87d49f468e80,2511,"Convention collective nationale du sport"
a4e5dd2a-d712-4a63-b80a-e5d190d92665,2528,"Convention collective nationale de travail des industries de la maroquinerie, articles de voyage, chasse sellerie, gainerie, bracelets en cuir"
104b2522-2b1e-4d35-b012-2aef38832942,2534,"Convention collective départementale de l'industrie sucrière et rhumière de la Martinique"
d9365763-2188-4f65-96ae-53f623d6d07c,2535,"Convention collective départementale dans la culture de la canne à sucre en Martinique"
1606fa03-3ce7-4a2b-a922-4c6301510a61,2542,"Convention collective départementale des industries métallurgiques, mécaniques et connexes de l'Aisne"
3ae0ab0c-a99f-412f-92c4-72c8eff1e82a,2543,"Convention collective nationale des cabinets ou entreprises de géomètres experts, géomètres topographes photogrammètres, experts-fonciers"
97c2f077-be85-4c2f-9eb9-13b6b88b7c6e,2564,"Convention collective nationale des vétérinaires praticiens salariés"
5c0a0c54-e389-45a3-b56c-c3911f6d374d,2579,"Conventions collectives départementales applicables aux entreprises des industries et métiers de la métallurgie du Loir-et-Cher"
88ee2eaf-ad0b-4b69-80ee-53f985bceab8,2583,"Convention collective nationale de branche des sociétés concessionnaires ou exploitantes d'autoroutes ou d'ouvrages routiers"
7dfb8988-9358-4483-a608-c48610396c6b,2596,"Convention collective nationale de la coiffure et des professions connexes"
a23ecf21-49ce-4701-93fa-d081f906b934,2603,"Convention collective nationale de travail des praticiens conseils du régime général de sécurité sociale"
8772bfe1-e561-414b-8fdf-dc8d19479cd3,2609,"Convention collective nationale des employés, techniciens et agents de maîtrise du bâtiment"
9ae18746-52c1-42aa-9adc-5b5313a01c61,2614,"Convention collective nationale des employés, techniciens et agents de maîtrise des travaux publics"
cba8085a-75d0-4874-a3b4-7f1b55136f95,2615,"Convention collective régionale de la métallurgie des Pyrénées-Atlantiques et du Seignanx"
cc4aee0f-6753-40db-b6d7-1429c416d78c,2630,"Convention collective régionale des industries métallurgiques des Bouches-du-Rhône et Alpes-de-Haute-Provence"
ffd464fc-4035-421f-b468-3733793d9904,2631,"Accord collectif national Branche de la télédiffusion. Salariés employés sous contrat à durée déterminée d'usage"
af2c81b7-bf9c-4954-95a7-b83c4a10b01c,2642,"Convention collective nationale de la production audiovisuelle"
00391732-cb28-458c-8775-ef32cc690a30,2658,"Convention collective régionale du travail des guides d'expédition, guides accompagnateurs et guides animateurs en milieu amazonien"
20babf6e-ee6a-4b3f-83ee-db50f1570c43,2666,"Convention collective nationale des conseils d'architecture, d'urbanisme et de l'environnement"
600e4c08-76a0-4987-8ac8-c76a5a5af0fe,2668,"Convention collective nationale de travail des cadres supérieurs des sociétés de secours minières et de leurs établissements, des unions régionales et des assistants sociaux régionaux"
c1bf2b8b-ea3c-4ce2-854c-9dcbbf83f846,2683,"Convention collective nationale du portage de presse"
9341f7d6-6e60-4eca-8bab-ec4099ec5154,2691,"Convention collective nationale de l'enseignement privé indépendant (hors contrat)"
b65f4f17-5dc1-4805-8bb0-a5b52ada02de,2697,"Convention collective nationale des personnels des structures associatives cynégétiques"
ba264f6b-4091-46c5-b0d0-813f0f2b7836,2700,"Convention collective départementale de la métallurgie de l'Oise"
de2d37f4-0116-4152-9e1d-369229d5e1f7,2701,"Convention collective départementale du travail du personnel des banques de la Guyane"
5c602460-ca60-4b2b-acc1-7d12016826c0,2702,"Convention collective départementale du travail du personnel des banques de la Martinique"
8838038b-17f2-45a4-a9a1-0335c288335d,2704,"Convention collective départementale du travail du personnel des banques de la Guadeloupe, de Saint-Martin et de Saint-Barthélémy"
9bb04ea2-9d80-4051-85dc-70b435759568,2717,"Convention collective nationale des entreprises techniques au service de la création et de l'événement (fusion entre la 2717 et la 2397)"
5aa4a774-82f3-4cc5-984b-485607def668,2727,"Convention collective nationale des omnipraticiens exerçant dans les centres de santé miniers"
d0bb1829-9e21-46ed-8ca9-16a4ab68e733,2728,"Convention collective nationale des sucreries, sucreries-distilleries et raffineries de sucre"
1636e49d-097c-4bad-b5e3-b8a80ebb9802,2755,"Convention collective départementale des industries de la métallurgie de Belfort/Montbéliard"
33e18d63-a3b4-4238-9576-d524748f3163,2768,"Convention collective nationale de travail des pharmaciens du régime minier"
b8ccf09b-9448-43b4-9f16-993847c233b1,2770,"Convention collective nationale de l'édition phonographique (annexée à la convention collective nationale de l'édition 2121)"
47199982-dc62-4594-9e0e-055e3afd210d,2785,"Convention collective nationale des sociétés de ventes volontaires de meubles aux enchères publiques et des offices de commissaires-priseurs judiciaires"
4375f3d2-e08f-438e-a538-33f65a16d4c7,2847,"Convention collective nationale de Pôle Emploi"
2842d23c-66d1-4bde-8361-1e15ecebcdb8,2870,"Convention collective régionale des ouvriers du bâtiment, des travaux publics et des industries et activités connexes de la Guyane"
eed18d20-0bd5-412c-a99b-03612ecad0a2,2931,"Convention collective nationale des activités de marchés financiers"
aee89a43-5c21-4662-9ca6-23cf695d9cb3,2941,"Convention collective nationale de la branche de l'aide, de l'accompagnement, des soins et des services à domicile"
37b5e276-0ceb-41c4-9746-f788996143b8,2964,"Accord collectif départemental relatif au transport de proximité public et privé de produits pétroliers et de liquides inflammables sur le territoire de la Martinique"
9d2416c9-4aef-4251-a361-db839480bc42,2972,"Convention collective nationale du personnel sédentaire des entreprises de navigation"
c6ed7779-bcd4-40f7-922f-6b5500c57772,2978,"Convention collective nationale du personnel salarié des agences de recherches privées"
7e06830e-51e7-4559-9d8c-6478c58b9177,2980,"Convention collective départementale de la métallurgie de la Somme"
49ff2598-e14c-4f6e-af68-7be86851341d,2992,"Convention collective départementale des industries métallurgiques, mécaniques, électriques, connexes et similaires d'Indre-et Loire"
4cbfa36b-79fd-440b-a8f0-1978c295ea1c,3013,"Convention collective nationale de la librairie"
8f6ca408-3f34-41f6-a825-760e2117b6ac,3016,"Convention collective nationale des ateliers chantiers d'insertion"
9ab394ae-7c2b-45d9-b1db-e14c0a25b9aa,3017,"Convention collective nationale unifiée ports et manutention"
ee059e57-a914-442c-b621-458daf64b91d,3028,"Convention collective régionale des transports routiers et activités auxiliaires du transport de la Guadeloupe"
ee0cf2f3-bae9-4388-8b6a-7e26eeef75c7,3032,"Convention collective nationale de l'esthétique - cosmétique et de l'enseignement technique et professionnel liés aux métiers de l'esthétique et de la parfumerie"
4cb957ee-01ec-4069-ac7c-612a94014c23,3043,"Convention collective nationale des entreprises de propreté et services associés du 26 juillet 2011."
8d9a8e2d-9f7f-4b28-921f-7f2777d3c70d,3053,"Convention collective départementale des industries de la métallurgie de Haute-Saône"
9dd4b1e2-1675-4fa1-9a8a-d9875258395b,3090,"Convention collective nationale des entreprises du secteur privé du spectacle vivant"
991606af-96f4-49e7-8cd7-a64991194840,3097,"Convention collective nationale de la production cinématographique"
1abbae46-449f-4861-8090-5582732e3705,3105,"Convention collective nationale des régies de quartier"
e3a59142-78a5-4e29-915c-1021c3b75451,3107,"Convention collective régionale des employés, techniciens et agents de maîtrise du bâtiment et des travaux publics et annexes de la Martinique"
a630c5e9-8753-4228-87dd-99d8d47aceff,3109,"Convention collective nationale des 5 branches industries alimentaires diverses"
fe2c9da0-405a-4e52-a5fc-f40a6165c56a,3123,"Convention collective régionale des ambulances Guyane"
c818dd21-6bab-43d0-b27c-52fd069a6aa0,3127,"Convention collective nationale des services à la personne du 20 septembre 2012"
e3513074-fb1d-4360-92c5-02fa06cadc9c,3128,"Convention collective régionale des employés, techniciens et agents de maîtrise du bâtiment, des travaux publics et des industries et activités connexes de la Guyane"
b2e4693e-6989-491a-99cf-5775656bdf2d,3144,"Convention collective régionale des ETAM du bâtiment et des travaux publics de la Guadeloupe"
f064faec-497a-4bb8-bd70-6b37125a2a9a,3160,"Convention collective nationale des associations de gestion et de comptabilité (annexée à la convention collective nationale du personnel des cabinets d'experts-comptables et de commissaires aux comptes 0787)"
ba10a05f-5817-418d-a383-c66f4502e8c9,3168,"Convention collective nationale des professions de la photographie"
23349b1e-5f6a-4f63-a560-e0ed42f6ac18,3203,"Convention collective nationale des structures associatives de pêche de loisir et de protection du milieu aquatique"
3489fcf5-eef5-4ee0-a41c-27766d6fe3d1,3204,"Convention collective régionale des ingénieurs et cadres du bâtiment, des travaux publics et des industries et activités connexes de la Guyane"
fd521fe8-35f3-4b6e-b86e-80b115cf3125,3205,"Convention collective nationale du personnel des coopératives de consommation"
ba16739f-7e64-43b4-918a-44199188b1f7,3206,"Convention collective départementale du personnel des cabinets médicaux de Martinique"
6052675b-9fd0-4b82-8a39-7ccf3f6ae023,3207,"Convention collective régionale des transports sanitaires de Guadeloupe"
a5336670-0056-48f4-8c4c-18e92caec336,3209,"Convention collective départementale des industries mécaniques, microtechniques et connexes du département du Doubs "
03ece32a-eca6-4a2c-bfd8-cec01459aacd,3210,"Convention collective nationale de la banque populaire"
6e3e26a5-9bf4-4aaa-b6d5-dce1756a5f4e,3212,"Convention collective nationale des cadres des travaux publics"
27473dfa-4ed3-4db1-8206-2d35811d409d,3213,"Convention collective nationale des collaborateurs salariés des entreprises d'économistes de la construction et des métreurs-vérificateurs"
23ee8a37-c9f9-4c45-9d58-9b823705f5fe,3216,"Convention collective nationale des salariés du négoce des matériaux de construction"
22038b96-cc7a-4d46-9c89-4d3ace7cea09,3217,"Convention collective nationale ferroviaire "
7057040f-fc3d-44a7-aa1c-fb7b0e911576,3218,"Convention collective nationale de l'enseignement privé non lucratif (EPNL)"
b05a95fb-1e15-448b-bbe3-54176a26a6fa,3219,"Convention collective nationale de branche des salariés en portage salarial"
9d4b149e-970f-4a99-9a16-f2cf3cf1c2a4,3220,"Convention collective nationale des offices publics de l'habitat"
014af55b-5ffc-483b-b86e-647f29a1fcb8,3221,"Convention collective nationale des agences de presse "
9374fbc6-c35b-4a57-a8cc-6cb54c49048b,3222,"Convention collective nationale des menuiseries charpentes et constructions industrialisées et des portes planes"
1cb08cfd-73b7-4334-8272-610bf64bc4b7,3223,"Convention collective nationale des officiers des entreprises de transport et services maritimes"
92a5e507-8559-42e9-9174-bed710b6894b,3224,"Convention collective nationale de la distribution des papiers-cartons"
6e29b10c-264e-4048-b840-d78ccf1b4f0e,3225,"Convention collective nationale des employés et des cadres des éditeurs de la presse magazine"
137c60ba-3d3c-4ac3-8d44-f4ab05346408,3227,"Convention collective nationale des industries de la fabrication de la chaux"
4f544ecf-1a42-4afe-ab18-dd013d87f6a1,3228,"Convention collective nationale du groupement des armateurs de service de passages d'eau - personnel navigant"
4ca988e9-4eec-490b-bc17-11eacc747b8c,3229,"Convention collective nationale du personnel sédentaire des entreprises de transports de marchandises de la navigation intérieure"
072e5a54-519a-4307-a609-17f2236e3397,3230,"Convention collective nationale de la presse d'information spécialisée "
bcca098a-e0c7-44d2-99b2-3277b1ce88e6,3231,"Convention collective départementale des industries métallurgiques, mécaniques, similaires et connexes du Jura"
a879e702-d098-49e7-8148-e04fc2387d5b,3232,"Convention collective nationale de travail des agents de direction des organismes du régime général de sécurité sociale"
727862f5-8eee-4ceb-907f-23fbdb44bd38,3233,"Convention collective nationale de la branche de l'industrie de la fabrication des ciments"
fc85496a-f361-4ed2-81d9-809104606d1f,3235,"Convention collective de la parfumerie sélective "
71b12c09-15e5-4f83-bd77-d93a077732a2,3236,"Convention collective nationale de l’industrie et des services nautiques "
a0f7ab5b-ff20-41dd-82d4-234419c9cd66,3237,"Convention collective nationale des métiers du commerce de détail alimentaire spécialisé"
040dd50c-d0d8-4a7d-8645-dc6a5bb6a62e,3238,"Convention collective nationale de la production et de la transformation des papiers et cartons du 29 janvier 2021"
f5d50e38-0a10-432a-82d7-c1bc52fe8935,3239,"Convention collective de la branche du secteur des particuliers employeurs et de l'emploi à domicile résultant de la convergence des branches des assistants maternels et des salariés du particulier employeur"
02e6e3c3-4bfa-4d96-b9b9-7d96f870ae39,3241,"Convention collective nationale de la Télédiffusion"
6f8f5f33-321e-4b9f-9487-049d5e9d3b89,3242,"Convention collective nationale de la presse quotidienne et hebdomadaire en régions"
62954220-2f09-4773-bff7-c08ef72af05d,3243,"Convention collective nationale des commerces de quincaillerie, fournitures industrielles, fers, métaux et équipement de la maison "
8e033444-ca4a-4827-af5c-72d295bfe84b,3244,"Convention collective nationale des professions réglementées auprès des juridictions"
50987c67-5f98-4b6c-87bd-4248edb631f8,3245,"Convention collective nationale des opérateurs de voyages et des guides"
c58bfea6-d613-4fb3-934e-fb89bb55a18e,3250,"Convention collective nationale des commissaires de justice et sociétés de ventes volontaires"
461d1fa9-f9f6-4617-bef0-b23fb66c156a,5001,"Statut des industries électriques et gazières"
e191483f-4374-4b81-99b0-489af09be9ef,5002,"Statut du Mineur"
c386cfbe-54b6-421a-a3f4-36d72a133374,5003,"Statut de la Fonction publique d'État"
f7328cc1-5973-4c6e-9a5e-312ee6e907f2,5005,"Statut des Caisses d'épargne"
151d82cb-4608-41d7-a674-bcaeb00f6c03,5008,"Statut de la Banque de France"
cdd3a062-a6ba-4599-85c2-f1567d8a1a4d,5010,"Statut des Chambres des métiers & de l'artisanat"
e192b667-1895-439a-82a7-d4efe4c4a999,5011,"Statut de l'Aéroport de Paris"
fb0a1c67-165c-4fc5-bbe4-b7945f3c7e1d,5012,"Statut des chemins de fer"
79266104-3843-49a7-b8bd-82dd8bbdd5c4,5014,"Statut de la RATP"
e0151cac-2cce-4b92-b807-364b1dc1c42d,5015,"Statut du CNRS"
7687982d-96ad-4979-a1d4-fd6ba55979b7,5017,"Statut de l'Église ou convention diocésaine"
61dc4e98-5df9-42ce-8836-16414ab88a01,5018,"Statut des Chambres de commerce et d'industrie "
89b4d60a-f19d-4769-a01c-f5f8dca4a890,5019,"Statut des Chambres d'agriculture"
f5fc350e-ae65-484f-8b2b-5f353abead88,5021,"Statut de la Fonction publique territoriale"
4030d3e7-84f2-4b0e-9cf0-64721d1901d6,5022,"Statut de la Fonction publique hospitalière"
d41a0480-df5d-4457-93b0-398ccfe5c80c,5023,"Statut Vivea"
